num_quadro,pos_coluna,pos_linha,tam_bloco
0,0,0,12,2026763616
0,16,0,12,2026763616
0,0,16,12,2026763616
0,16,16,12,3
0,32,0,12,2026763616
0,48,0,12,2026763616
0,32,16,12,2026763616
0,48,16,9,2026763616
0,56,16,9,2026763616
0,48,24,9,2026763616
0,56,24,9,3
0,64,0,12,2026763616
0,80,0,12,2026763616
0,64,16,12,2026763616
0,80,16,12,3
0,96,0,12,2026763616
0,112,0,12,2026763616
0,96,16,12,2026763616
0,112,16,12,3
0,128,0,12,2026763616
0,144,0,12,2026763616
0,128,16,12,2026763616
0,144,16,12,3
0,160,0,12,2026763616
0,176,0,12,2026763616
0,160,16,12,2026763616
0,176,16,12,3
0,192,0,12,2026763616
0,208,0,9,208
0,216,0,9,208
0,208,8,9,208
0,216,8,9,2026763616
0,192,16,12,2026763616
0,208,16,12,3
0,224,0,9,240
0,232,0,9,240
0,224,8,9,240
0,232,8,9,2026763616
0,240,0,12,2026763616
0,224,16,9,240
0,232,16,9,240
0,224,24,9,240
0,232,24,9,2026763616
0,240,16,9,2026763616
0,248,16,9,2026763616
0,240,24,9,2026763616
0,248,24,9,3
0,256,0,9,272
0,264,0,9,272
0,256,8,9,272
0,264,8,9,2026763616
0,272,0,12,2026763616
0,256,16,9,272
0,264,16,9,272
0,256,24,9,272
0,264,24,9,2026763616
0,272,16,9,2026763616
0,280,16,9,2026763616
0,272,24,9,2026763616
0,280,24,9,3
0,288,0,12,2026763616
0,304,0,12,2026763616
0,288,16,12,2026763616
0,304,16,12,3
0,320,0,12,2026763616
0,336,0,12,2026763616
0,320,16,12,2026763616
0,336,16,12,3
0,352,0,12,2026763616
0,368,0,9,368
0,376,0,9,368
0,368,8,9,368
0,376,8,9,2026763616
0,352,16,12,2026763616
0,368,16,12,3
0,384,0,12,2026763616
0,400,0,12,2026763616
0,384,16,12,2026763616
0,400,16,12,3
0,416,0,12,2026763616
0,432,0,12,2026763616
0,416,16,12,2026763616
0,432,16,12,3
0,448,0,12,2026763616
0,464,0,9,464
0,472,0,9,464
0,464,8,9,464
0,472,8,9,2026763616
0,448,16,12,2026763616
0,464,16,12,3
0,0,32,9,16
0,8,32,9,16
0,0,40,9,16
0,8,40,9,2026763616
0,16,32,12,2026763616
0,0,48,12,2026763616
0,16,48,12,3
0,32,32,9,48
0,40,32,9,48
0,32,40,9,48
0,40,40,9,2026763616
0,48,32,9,48
0,56,32,9,48
0,48,40,9,48
0,56,40,9,2026763616
0,32,48,9,48
0,40,48,9,48
0,32,56,9,48
0,40,56,9,2026763616
0,48,48,12,3
0,64,32,12,2026763616
0,80,32,9,80
0,88,32,9,80
0,80,40,9,80
0,88,40,9,2026763616
0,64,48,12,2026763616
0,80,48,12,3
0,96,32,9,112
0,104,32,9,112
0,96,40,6,2026849648
0,100,40,6,2026849648
0,96,44,6,2026849648
0,100,44,6,112
0,104,40,9,2026763616
0,112,32,12,2026763616
0,96,48,9,112
0,104,48,9,112
0,96,56,9,112
0,104,56,9,2026763616
0,112,48,9,2026763616
0,120,48,9,2026763616
0,112,56,9,2026763616
0,120,56,9,3
0,128,32,12,2026763616
0,144,32,12,2026763616
0,128,48,12,2026763616
0,144,48,12,3
0,160,32,12,2026763616
0,176,32,12,2026763616
0,160,48,12,2026763616
0,176,48,12,3
0,192,32,12,2026763616
0,208,32,12,2026763616
0,192,48,9,208
0,200,48,9,208
0,192,56,9,208
0,200,56,9,2026763616
0,208,48,12,3
0,224,32,12,2026763616
0,240,32,9,240
0,248,32,9,240
0,240,40,6,32
0,244,40,6,32
0,240,44,6,32
0,244,44,6,240
0,248,40,6,240
0,252,40,3,32
0,254,40,3,32
0,252,42,3,32
0,254,42,3,240
0,248,44,6,240
0,252,44,6,2026763616
0,224,48,9,240
0,232,48,6,44
0,236,48,6,44
0,232,52,6,44
0,236,52,6,240
0,224,56,6,44
0,228,56,6,44
0,224,60,6,44
0,228,60,6,240
0,232,56,6,240
0,236,56,6,240
0,232,60,3,44
0,234,60,3,44
0,232,62,3,44
0,234,62,3,240
0,236,60,3,240
0,238,60,3,240
0,236,62,3,240
0,238,62,3,2026763616
0,240,48,6,240
0,244,48,6,240
0,240,52,6,240
0,244,52,6,2026763616
0,248,48,9,2026763616
0,240,56,9,2026763616
0,248,56,6,2026763616
0,252,56,6,2026763616
0,248,60,6,2026763616
0,252,60,6,3
0,256,32,6,2026849648
0,260,32,6,2026849648
0,256,36,6,2026849648
0,260,36,6,272
0,264,32,6,2026849648
0,268,32,6,2026849648
0,264,36,6,2026849648
0,268,36,6,272
0,256,40,9,272
0,264,40,6,272
0,268,40,6,272
0,264,44,6,272
0,268,44,6,2026763616
0,272,32,3,-2097731280
0,274,32,3,-2097731280
0,272,34,3,-2097731280
0,274,34,3,44
0,276,32,6,44
0,272,36,6,44
0,276,36,6,272
0,280,32,9,272
0,272,40,9,272
0,280,40,6,272
0,284,40,6,272
0,280,44,6,272
0,284,44,6,2026763616
0,256,48,9,272
0,264,48,3,48
0,266,48,3,48
0,264,50,3,48
0,266,50,3,44
0,268,48,6,44
0,264,52,6,44
0,268,52,6,272
0,256,56,6,44
0,260,56,6,44
0,256,60,6,44
0,260,60,6,272
0,264,56,6,272
0,268,56,6,272
0,264,60,6,272
0,268,60,6,2026763616
0,272,48,3,60
0,274,48,3,60
0,272,50,3,60
0,274,50,3,272
0,276,48,6,272
0,272,52,6,272
0,276,52,6,2026763616
0,280,48,6,272
0,284,48,6,272
0,280,52,6,272
0,284,52,6,2026763616
0,272,56,6,272
0,276,56,6,272
0,272,60,6,272
0,276,60,6,2026763616
0,280,56,9,3
0,288,32,6,2026849648
0,292,32,6,2026849648
0,288,36,6,2026849648
0,292,36,3,2026849648
0,294,36,3,2026849648
0,292,38,3,2026849648
0,294,38,3,304
0,296,32,6,2026849648
0,300,32,6,2026849648
0,296,36,6,2026849648
0,300,36,6,304
0,288,40,9,304
0,296,40,6,304
0,300,40,3,2026849648
0,302,40,3,2026849648
0,300,42,3,2026849648
0,302,42,3,304
0,296,44,6,304
0,300,44,6,2026763616
0,304,32,9,304
0,312,32,9,304
0,304,40,6,44
0,308,40,6,44
0,304,44,6,44
0,308,44,6,304
0,312,40,6,304
0,316,40,6,304
0,312,44,3,44
0,314,44,3,44
0,312,46,3,44
0,314,46,3,304
0,316,44,3,304
0,318,44,3,304
0,316,46,3,304
0,318,46,3,2026763616
0,288,48,6,46
0,292,48,3,-2097659616
0,294,48,3,-2097659616
0,292,50,3,-2097659616
0,294,50,3,46
0,288,52,6,46
0,292,52,6,304
0,296,48,3,52
0,298,48,3,52
0,296,50,3,52
0,298,50,3,46
0,300,48,6,46
0,296,52,6,46
0,300,52,6,304
0,288,56,6,46
0,292,56,6,46
0,288,60,6,46
0,292,60,6,304
0,296,56,3,46
0,298,56,3,46
0,296,58,3,46
0,298,58,3,304
0,300,56,6,304
0,296,60,6,304
0,300,60,6,2026763616
0,304,48,9,2026763616
0,312,48,6,304
0,316,48,3,48
0,318,48,3,48
0,316,50,3,48
0,318,50,3,304
0,312,52,6,304
0,316,52,6,2026763616
0,304,56,6,304
0,308,56,6,304
0,304,60,6,304
0,308,60,6,2026763616
0,312,56,6,2026763616
0,316,56,6,2026763616
0,312,60,6,2026763616
0,316,60,6,3
0,320,32,9,336
0,328,32,9,336
0,320,40,9,336
0,328,40,9,2026763616
0,336,32,12,2026763616
0,320,48,6,32
0,324,48,6,32
0,320,52,6,32
0,324,52,6,336
0,328,48,6,32
0,332,48,6,32
0,328,52,6,32
0,332,52,6,336
0,320,56,6,32
0,324,56,3,52
0,326,56,3,52
0,324,58,3,52
0,326,58,3,32
0,320,60,6,32
0,324,60,6,336
0,328,56,6,336
0,332,56,6,336
0,328,60,6,336
0,332,60,6,2026763616
0,336,48,12,3
0,352,32,12,2026763616
0,368,32,12,2026763616
0,352,48,12,2026763616
0,368,48,9,2026763616
0,376,48,9,2026763616
0,368,56,9,2026763616
0,376,56,9,3
0,384,32,12,2026763616
0,400,32,12,2026763616
0,384,48,12,2026763616
0,400,48,9,2026763616
0,408,48,9,2026763616
0,400,56,9,2026763616
0,408,56,9,3
0,416,32,12,2026763616
0,432,32,12,2026763616
0,416,48,12,2026763616
0,432,48,12,3
0,448,32,12,2026763616
0,464,32,12,2026763616
0,448,48,12,2026763616
0,464,48,12,3
0,0,64,12,2026763616
0,16,64,12,2026763616
0,0,80,12,2026763616
0,16,80,12,3
0,32,64,12,2026763616
0,48,64,12,2026763616
0,32,80,12,2026763616
0,48,80,12,3
0,64,64,9,80
0,72,64,9,80
0,64,72,9,80
0,72,72,9,2026763616
0,80,64,12,2026763616
0,64,80,9,80
0,72,80,9,80
0,64,88,9,80
0,72,88,9,2026763616
0,80,80,6,80
0,84,80,6,80
