num_quadro,pos_coluna,pos_linha,tam_bloco
0,0,0,6,351213872
0,4,0,6,351213872
0,0,4,6,351213872
0,4,4,6,16
0,8,0,9,16
0,0,8,6,351213872
0,4,8,6,351213872
0,0,12,6,351213872
0,4,12,6,16
0,8,8,9,351127840
0,16,0,9,16
0,24,0,9,16
0,16,8,9,16
0,24,8,9,351127840
0,0,16,9,16
0,8,16,9,16
0,0,24,9,16
0,8,24,9,351127840
0,16,16,12,3
0,32,0,9,48
0,40,0,9,48
0,32,8,9,48
0,40,8,9,351127840
0,48,0,9,48
0,56,0,9,48
0,48,8,9,48
0,56,8,9,351127840
0,32,16,6,8
0,36,16,6,8
0,32,20,6,8
0,36,20,6,48
0,40,16,6,8
0,44,16,6,8
0,40,20,6,8
0,44,20,6,48
0,32,24,9,48
0,40,24,9,351127840
0,48,16,9,351127840
0,56,16,9,351127840
0,48,24,9,351127840
0,56,24,9,3
0,64,0,9,80
0,72,0,9,80
0,64,8,9,80
0,72,8,9,351127840
0,80,0,9,80
0,88,0,9,80
0,80,8,9,80
0,88,8,6,80
0,92,8,6,80
0,88,12,6,80
0,92,12,6,351127840
0,64,16,12,351127840
0,80,16,9,351127840
0,88,16,9,351127840
0,80,24,6,80
0,84,24,6,80
0,80,28,6,80
0,84,28,6,351127840
0,88,24,6,351127840
0,92,24,6,351127840
0,88,28,6,351127840
0,92,28,6,3
0,96,0,9,112
0,104,0,9,112
0,96,8,9,112
0,104,8,9,351127840
0,112,0,9,112
0,120,0,6,8
0,124,0,6,8
0,120,4,6,8
0,124,4,6,112
0,112,8,6,8
0,116,8,6,8
0,112,12,6,8
0,116,12,6,112
0,120,8,9,351127840
0,96,16,9,112
0,104,16,9,112
0,96,24,9,112
0,104,24,6,112
0,108,24,6,112
0,104,28,6,112
0,108,28,6,351127840
0,112,16,6,112
0,116,16,6,112
0,112,20,6,112
0,116,20,6,351127840
0,120,16,9,351127840
0,112,24,9,351127840
0,120,24,9,3
0,128,0,6,351213872
0,132,0,6,351213872
0,128,4,6,351213872
0,132,4,6,144
0,136,0,9,144
0,128,8,9,144
0,136,8,6,144
0,140,8,6,144
0,136,12,6,144
0,140,12,6,351127840
0,144,0,9,144
0,152,0,9,144
0,144,8,9,144
0,152,8,9,351127840
0,128,16,9,144
0,136,16,9,144
0,128,24,9,144
0,136,24,9,351127840
0,144,16,9,351127840
0,152,16,9,351127840
0,144,24,9,351127840
0,152,24,9,3
0,160,0,9,176
0,168,0,9,176
0,160,8,9,176
0,168,8,9,351127840
0,176,0,9,176
0,184,0,9,176
0,176,8,9,176
0,184,8,9,351127840
0,160,16,9,176
0,168,16,9,176
0,160,24,9,176
0,168,24,9,351127840
0,176,16,9,351127840
0,184,16,9,351127840
0,176,24,6,176
0,180,24,6,176
0,176,28,6,176
0,180,28,6,351127840
0,184,24,6,351127840
0,188,24,6,351127840
0,184,28,6,351127840
0,188,28,6,3
0,192,0,9,208
0,200,0,9,208
0,192,8,9,208
0,200,8,9,351127840
0,208,0,9,208
0,216,0,6,8
0,220,0,6,8
0,216,4,6,8
0,220,4,6,208
0,208,8,9,208
0,216,8,6,208
0,220,8,6,208
0,216,12,6,208
0,220,12,6,351127840
0,192,16,9,208
0,200,16,9,208
0,192,24,9,208
0,200,24,9,351127840
0,208,16,12,3
0,224,0,9,240
0,232,0,9,240
0,224,8,9,240
0,232,8,6,240
0,236,8,6,240
0,232,12,6,240
0,236,12,6,351127840
0,240,0,9,240
0,248,0,9,240
0,240,8,9,240
0,248,8,9,351127840
0,224,16,9,240
0,232,16,9,240
0,224,24,9,240
0,232,24,9,351127840
0,240,16,9,351127840
0,248,16,6,240
0,252,16,6,240
0,248,20,6,240
0,252,20,6,351127840
0,240,24,9,351127840
0,248,24,9,3
0,256,0,9,272
0,264,0,9,272
0,256,8,9,272
0,264,8,9,351127840
0,272,0,9,272
0,280,0,9,272
0,272,8,9,272
0,280,8,9,351127840
0,256,16,9,272
0,264,16,9,272
0,256,24,9,272
0,264,24,9,351127840
0,272,16,12,3
0,288,0,9,304
0,296,0,6,351213872
0,300,0,6,351213872
0,296,4,6,351213872
0,300,4,6,304
0,288,8,9,304
0,296,8,6,304
0,300,8,6,304
0,296,12,6,304
0,300,12,6,351127840
0,304,0,12,351127840
0,288,16,9,304
0,296,16,9,304
0,288,24,9,304
0,296,24,9,351127840
0,304,16,6,304
0,308,16,6,304
0,304,20,6,304
0,308,20,6,351127840
0,312,16,6,304
0,316,16,6,304
0,312,20,6,304
0,316,20,6,351127840
0,304,24,9,351127840
0,312,24,6,351127840
0,316,24,6,351127840
0,312,28,6,351127840
0,316,28,6,3
0,320,0,9,336
0,328,0,9,336
0,320,8,9,336
0,328,8,9,351127840
0,336,0,9,336
0,344,0,9,336
0,336,8,9,336
0,344,8,9,351127840
0,320,16,9,336
0,328,16,9,336
0,320,24,9,336
0,328,24,9,351127840
0,336,16,9,351127840
0,344,16,6,336
0,348,16,6,336
0,344,20,6,336
0,348,20,6,351127840
0,336,24,9,351127840
0,344,24,9,3
0,352,0,9,368
0,360,0,9,368
0,352,8,9,368
0,360,8,6,368
0,364,8,6,368
0,360,12,6,368
0,364,12,6,351127840
0,368,0,6,12
0,372,0,6,12
0,368,4,6,12
0,372,4,6,368
0,376,0,6,12
0,380,0,6,12
0,376,4,6,12
0,380,4,6,368
