num_quadro,pos_coluna,pos_linha,tam_bloco
0,0,0,6,-1751635664
0,4,0,6,-1751635664
0,0,4,6,-1751635664
0,4,4,6,16
0,8,0,9,16
0,0,8,9,16
0,8,8,9,-1751721696
0,16,0,9,16
0,24,0,9,16
0,16,8,9,16
0,24,8,9,-1751721696
0,0,16,9,16
0,8,16,9,16
0,0,24,9,16
0,8,24,9,-1751721696
0,16,16,12,3
0,32,0,9,48
0,40,0,9,48
0,32,8,9,48
0,40,8,9,-1751721696
0,48,0,12,-1751721696
0,32,16,12,-1751721696
0,48,16,9,-1751721696
0,56,16,9,-1751721696
0,48,24,9,-1751721696
0,56,24,9,3
0,64,0,9,80
0,72,0,9,80
0,64,8,9,80
0,72,8,9,-1751721696
0,80,0,9,80
0,88,0,9,80
0,80,8,9,80
0,88,8,6,80
0,92,8,6,80
0,88,12,6,80
0,92,12,6,-1751721696
0,64,16,12,-1751721696
0,80,16,9,-1751721696
0,88,16,9,-1751721696
0,80,24,9,-1751721696
0,88,24,9,3
0,96,0,9,112
0,104,0,9,112
0,96,8,9,112
0,104,8,9,-1751721696
0,112,0,9,112
0,120,0,9,112
0,112,8,9,112
0,120,8,9,-1751721696
0,96,16,9,112
0,104,16,9,112
0,96,24,9,112
0,104,24,6,112
0,108,24,6,112
0,104,28,6,112
0,108,28,6,-1751721696
0,112,16,9,-1751721696
0,120,16,9,-1751721696
0,112,24,6,112
0,116,24,6,112
0,112,28,6,112
0,116,28,6,-1751721696
0,120,24,9,3
0,128,0,12,-1751721696
0,144,0,9,144
0,152,0,9,144
0,144,8,9,144
0,152,8,9,-1751721696
0,128,16,9,144
0,136,16,9,144
0,128,24,9,144
0,136,24,9,-1751721696
0,144,16,9,-1751721696
0,152,16,9,-1751721696
0,144,24,9,-1751721696
0,152,24,9,3
0,160,0,9,176
0,168,0,6,-1751635664
0,172,0,6,-1751635664
0,168,4,6,-1751635664
0,172,4,6,176
0,160,8,9,176
0,168,8,9,-1751721696
0,176,0,12,-1751721696
0,160,16,9,176
0,168,16,9,176
0,160,24,9,176
0,168,24,9,-1751721696
0,176,16,9,-1751721696
0,184,16,9,-1751721696
0,176,24,6,176
0,180,24,6,176
0,176,28,6,176
0,180,28,6,-1751721696
0,184,24,9,3
0,192,0,9,208
0,200,0,9,208
0,192,8,9,208
0,200,8,9,-1751721696
0,208,0,9,208
0,216,0,9,208
0,208,8,9,208
0,216,8,6,208
0,220,8,6,208
0,216,12,6,208
0,220,12,6,-1751721696
0,192,16,9,208
0,200,16,9,208
0,192,24,9,208
0,200,24,9,-1751721696
0,208,16,12,3
0,224,0,9,240
0,232,0,9,240
0,224,8,6,-1751635664
0,228,8,6,-1751635664
0,224,12,6,-1751635664
0,228,12,6,240
0,232,8,9,-1751721696
0,240,0,9,240
0,248,0,9,240
0,240,8,9,240
0,248,8,9,-1751721696
0,224,16,12,-1751721696
0,240,16,9,-1751721696
0,248,16,9,-1751721696
0,240,24,9,-1751721696
0,248,24,9,3
0,256,0,9,272
0,264,0,9,272
0,256,8,9,272
0,264,8,9,-1751721696
0,272,0,9,272
0,280,0,9,272
0,272,8,9,272
0,280,8,9,-1751721696
0,256,16,12,-1751721696
0,272,16,9,-1751721696
0,280,16,9,-1751721696
0,272,24,9,-1751721696
0,280,24,9,3
0,288,0,12,-1751721696
0,304,0,9,304
0,312,0,9,304
0,304,8,9,304
0,312,8,9,-1751721696
0,288,16,9,304
0,296,16,9,304
0,288,24,9,304
0,296,24,9,-1751721696
0,304,16,9,-1751721696
0,312,16,6,304
0,316,16,6,304
0,312,20,6,304
0,316,20,6,-1751721696
0,304,24,9,-1751721696
0,312,24,6,-1751721696
0,316,24,6,-1751721696
0,312,28,6,-1751721696
0,316,28,6,3
0,320,0,12,-1751721696
0,336,0,9,336
0,344,0,9,336
0,336,8,9,336
0,344,8,9,-1751721696
0,320,16,9,336
0,328,16,9,336
0,320,24,9,336
0,328,24,9,-1751721696
0,336,16,9,-1751721696
0,344,16,9,-1751721696
0,336,24,9,-1751721696
0,344,24,9,3
0,352,0,9,368
0,360,0,9,368
0,352,8,9,368
0,360,8,9,-1751721696
0,368,0,6,8
0,372,0,6,8
0,368,4,6,8
0,372,4,6,368
0,376,0,6,8
0,380,0,6,8
0,376,4,6,8
0,380,4,6,368
0,368,8,9,368
0,376,8,9,-1751721696
0,352,16,6,8
0,356,16,6,8
0,352,20,6,8
0,356,20,6,368
0,360,16,6,8
0,364,16,6,8
0,360,20,6,8
0,364,20,6,368
0,352,24,9,368
0,360,24,6,368
0,364,24,6,368
0,360,28,6,368
0,364,28,6,-1751721696
0,368,16,9,-1751721696
0,376,16,9,-1751721696
0,368,24,9,-1751721696
0,376,24,6,-1751721696
0,380,24,6,-1751721696
0,376,28,6,-1751721696
0,380,28,6,3
0,384,0,9,400
0,392,0,9,400
0,384,8,9,400
0,392,8,9,-1751721696
0,400,0,9,400
0,408,0,9,400
0,400,8,9,400
0,408,8,6,400
0,412,8,6,400
0,408,12,6,400
0,412,12,6,-1751721696
0,384,16,6,12
0,388,16,6,12
0,384,20,6,12
0,388,20,6,400
0,392,16,6,12
0,396,16,6,12
0,392,20,6,12
0,396,20,6,400
0,384,24,6,12
0,388,24,6,12
0,384,28,6,12
0,388,28,6,400
0,392,24,6,400
0,396,24,6,400
0,392,28,6,400
0,396,28,6,-1751721696
0,400,16,9,-1751721696
0,408,16,9,-1751721696
0,400,24,9,-1751721696
0,408,24,9,3
0,416,0,6,-1751635664
0,420,0,6,-1751635664
0,416,4,6,-1751635664
