num_quadro,pos_coluna,pos_linha,tam_bloco
0,0,0,12,1366619488
0,16,0,12,1366619488
0,0,16,12,1366619488
0,16,16,12,3
0,32,0,12,1366619488
0,48,0,12,1366619488
0,32,16,12,1366619488
0,48,16,12,3
0,64,0,12,1366619488
0,80,0,12,1366619488
0,64,16,12,1366619488
0,80,16,12,3
0,96,0,12,1366619488
0,112,0,12,1366619488
0,96,16,12,1366619488
0,112,16,12,3
0,128,0,12,1366619488
0,144,0,12,1366619488
0,128,16,12,1366619488
0,144,16,12,3
0,160,0,12,1366619488
0,176,0,12,1366619488
0,160,16,12,1366619488
0,176,16,9,1366619488
0,184,16,9,1366619488
0,176,24,9,1366619488
0,184,24,6,1366619488
0,188,24,6,1366619488
0,184,28,6,1366619488
0,188,28,6,3
0,192,0,12,1366619488
0,208,0,12,1366619488
0,192,16,6,0
0,196,16,6,0
0,192,20,6,0
0,196,20,6,208
0,200,16,9,208
0,192,24,6,0
0,196,24,6,0
0,192,28,6,0
0,196,28,6,208
0,200,24,9,1366619488
0,208,16,9,1366619488
0,216,16,9,1366619488
0,208,24,9,1366619488
0,216,24,6,1366619488
0,220,24,6,1366619488
0,216,28,6,1366619488
0,220,28,6,3
0,224,0,12,1366619488
0,240,0,12,1366619488
0,224,16,9,240
0,232,16,9,240
0,224,24,9,240
0,232,24,6,240
0,236,24,6,240
0,232,28,6,240
0,236,28,6,1366619488
0,240,16,9,1366619488
0,248,16,9,1366619488
0,240,24,6,240
0,244,24,6,240
0,240,28,3,16
0,242,28,3,16
0,240,30,3,16
0,242,30,3,240
0,244,28,6,1366619488
0,248,24,6,1366619488
0,252,24,6,1366619488
0,248,28,6,1366619488
0,252,28,6,3
0,256,0,12,1366619488
0,272,0,12,1366619488
0,256,16,9,272
0,264,16,9,272
0,256,24,6,0
0,260,24,6,0
0,256,28,6,0
0,260,28,6,272
0,264,24,6,272
0,268,24,6,272
0,264,28,6,272
0,268,28,6,1366619488
0,272,16,9,1366619488
0,280,16,9,1366619488
0,272,24,6,272
0,276,24,6,272
0,272,28,3,16
0,274,28,3,16
0,272,30,3,16
0,274,30,3,272
0,276,28,3,272
0,278,28,3,272
0,276,30,3,272
0,278,30,3,1366619488
0,280,24,9,3
0,288,0,12,1366619488
0,304,0,12,1366619488
0,288,16,9,304
0,296,16,9,304
0,288,24,6,0
0,292,24,6,0
0,288,28,6,0
0,292,28,3,0
0,294,28,3,0
0,292,30,3,0
0,294,30,3,304
0,296,24,6,304
0,300,24,6,304
0,296,28,3,0
0,298,28,3,0
0,296,30,3,0
0,298,30,3,304
0,300,28,6,1366619488
0,304,16,9,1366619488
0,312,16,9,1366619488
0,304,24,6,304
0,308,24,6,304
0,304,28,6,304
0,308,28,6,1366619488
0,312,24,9,3
0,320,0,9,336
0,328,0,9,336
0,320,8,9,336
0,328,8,9,1366619488
0,336,0,9,336
0,344,0,9,336
0,336,8,6,8
0,340,8,6,8
0,336,12,6,8
0,340,12,6,336
0,344,8,9,1366619488
0,320,16,12,1366619488
0,336,16,6,336
0,340,16,6,336
0,336,20,6,336
0,340,20,6,1366619488
0,344,16,9,1366619488
0,336,24,6,336
0,340,24,6,336
0,336,28,6,336
0,340,28,6,1366619488
0,344,24,9,3
0,352,0,12,1366619488
0,368,0,12,1366619488
0,352,16,12,1366619488
0,368,16,12,3
0,384,0,12,1366619488
0,400,0,12,1366619488
0,384,16,12,1366619488
0,400,16,12,3
0,416,0,12,1366619488
0,432,0,9,432
0,440,0,6,0
0,444,0,6,0
0,440,4,6,0
0,444,4,6,432
0,432,8,9,432
0,440,8,9,1366619488
0,416,16,12,1366619488
0,432,16,12,3
0,448,0,9,464
0,456,0,9,464
0,448,8,6,1366705520
0,452,8,6,1366705520
0,448,12,6,1366705520
0,452,12,6,464
0,456,8,9,1366619488
0,464,0,12,1366619488
0,448,16,6,0
0,452,16,6,0
0,448,20,6,0
0,452,20,6,464
0,456,16,9,464
0,448,24,6,0
0,452,24,6,0
0,448,28,6,0
0,452,28,6,464
0,456,24,6,464
0,460,24,6,464
0,456,28,6,464
0,460,28,6,1366619488
0,464,16,12,3
0,0,32,12,1366619488
0,16,32,12,1366619488
0,0,48,12,1366619488
0,16,48,12,3
0,32,32,12,1366619488
0,48,32,12,1366619488
0,32,48,12,1366619488
0,48,48,12,3
0,64,32,12,1366619488
0,80,32,12,1366619488
0,64,48,12,1366619488
0,80,48,9,1366619488
0,88,48,9,1366619488
0,80,56,9,1366619488
0,88,56,9,3
0,96,32,12,1366619488
0,112,32,9,112
0,120,32,9,112
0,112,40,9,112
0,120,40,6,112
0,124,40,6,112
0,120,44,6,112
0,124,44,6,1366619488
0,96,48,9,112
0,104,48,6,44
0,108,48,6,44
0,104,52,6,44
0,108,52,6,112
0,96,56,6,44
0,100,56,6,44
0,96,60,6,44
0,100,60,6,112
0,104,56,6,112
0,108,56,6,112
0,104,60,6,112
0,108,60,6,1366619488
0,112,48,6,112
0,116,48,6,112
0,112,52,6,112
0,116,52,6,1366619488
0,120,48,6,112
0,124,48,6,112
0,120,52,6,112
0,124,52,6,1366619488
0,112,56,9,1366619488
0,120,56,9,3
0,128,32,9,144
0,136,32,9,144
0,128,40,6,1366705520
0,132,40,6,1366705520
0,128,44,6,1366705520
0,132,44,6,144
0,136,40,6,144
0,140,40,6,144
0,136,44,6,144
0,140,44,3,144
0,142,44,3,144
0,140,46,3,144
0,142,46,3,1366619488
0,144,32,9,144
0,152,32,6,46
0,156,32,6,46
0,152,36,6,46
0,156,36,6,144
0,144,40,6,46
0,148,40,6,46
0,144,44,6,46
0,148,44,6,144
0,152,40,9,1366619488
0,128,48,9,144
0,136,48,6,40
0,140,48,3,48
0,142,48,3,48
0,140,50,3,48
0,142,50,3,40
0,136,52,6,40
0,140,52,3,40
0,142,52,3,40
0,140,54,3,40
0,142,54,0,40
0,143,54,0,40
0,142,55,0,40
0,143,55,0,144
0,128,56,9,144
0,136,56,6,144
0,140,56,3,40
0,142,56,3,40
0,140,58,3,40
0,142,58,3,144
0,136,60,6,144
0,140,60,6,1366619488
0,144,48,6,144
0,148,48,6,144
0,144,52,3,60
0,146,52,3,60
0,144,54,3,60
0,146,54,3,144
0,148,52,6,1366619488
0,152,48,9,1366619488
0,144,56,3,48
0,146,56,3,48
0,144,58,3,48
0,146,58,3,144
0,148,56,6,144
0,144,60,6,144
0,148,60,3,144
0,150,60,3,144
0,148,62,3,144
0,150,62,3,1366619488
0,152,56,9,3
0,160,32,6,1366705520
0,164,32,6,1366705520
0,160,36,6,1366705520
0,164,36,6,176
0,168,32,6,1366705520
0,172,32,6,1366705520
0,168,36,6,1366705520
0,172,36,6,176
0,160,40,6,1366705520
0,164,40,6,1366705520
0,160,44,6,1366705520
0,164,44,6,176
0,168,40,9,1366619488
0,176,32,6,40
0,180,32,6,40
0,176,36,6,40
0,180,36,6,176
0,184,32,6,40
0,188,32,6,40
0,184,36,3,36
0,186,36,3,36
0,184,38,3,36
0,186,38,3,40
0,188,36,6,176
0,176,40,6,40
0,180,40,3,36
0,182,40,3,36
0,180,42,3,36
0,182,42,3,40
0,176,44,6,40
0,180,44,6,176
0,184,40,3,40
0,186,40,3,40
0,184,42,3,40
0,186,42,3,176
0,188,40,6,176
0,184,44,3,40
0,186,44,3,40
0,184,46,3,40
0,186,46,3,176
0,188,44,0,40
0,189,44,0,40
0,188,45,0,40
0,189,45,0,176
0,190,44,3,176
0,188,46,3,176
0,190,46,3,1366619488
0,160,48,9,176
0,168,48,9,176
0,160,56,9,176
0,168,56,6,176
0,172,56,6,176
0,168,60,6,176
0,172,60,6,1366619488
0,176,48,9,1366619488
0,184,48,3,48
0,186,48,3,48
0,184,50,3,48
0,186,50,3,176
0,188,48,3,48
0,190,48,3,48
0,188,50,3,48
0,190,50,3,176
0,184,52,6,176
0,188,52,6,1366619488
0,176,56,9,1366619488
0,184,56,6,1366619488
0,188,56,6,1366619488
0,184,60,6,1366619488
0,188,60,6,3
0,192,32,6,1366705520
0,196,32,6,1366705520
0,192,36,6,1366705520
0,196,36,6,208
0,200,32,9,208
0,192,40,3,32
0,194,40,3,32
0,192,42,3,32
0,194,42,3,1366705520
0,196,40,6,1366705520
0,192,44,6,1366705520
0,196,44,6,208
0,200,40,9,1366619488
0,208,32,6,40
0,212,32,6,40
0,208,36,6,40
0,212,36,6,208
0,216,32,9,208
0,208,40,9,208
0,216,40,9,1366619488
0,192,48,6,40
0,196,48,6,40
0,192,52,6,40
0,196,52,6,208
0,200,48,9,208
0,192,56,6,40
0,196,56,6,40
0,192,60,3,48
0,194,60,3,48
0,192,62,3,48
0,194,62,0,48
0,195,62,0,48
0,194,63,0,48
0,195,63,0,40
0,196,60,6,208
0,200,56,9,1366619488
0,208,48,12,3
0,224,32,6,1366705520
0,228,32,6,1366705520
0,224,36,3,1366619401
0,226,36,3,1366619401
0,224,38,3,1366619401
0,226,38,3,1366705520
0,228,36,6,240
0,232,32,3,36
0,234,32,3,36
0,232,34,3,36
0,234,34,3,1366705520
0,236,32,6,1366705520
0,232,36,6,1366705520
0,236,36,6,240
0,224,40,6,1366705520
0,228,40,6,1366705520
0,224,44,6,1366705520
0,228,44,6,240
0,232,40,9,1366619488
0,240,32,6,40
0,244,32,6,40
0,240,36,6,40
0,244,36,6,240
0,248,32,6,40
0,252,32,6,40
0,248,36,6,40
0,252,36,6,240
0,240,40,9,240
0,248,40,9,1366619488
0,224,48,6,40
0,228,48,6,40
0,224,52,6,40
0,228,52,6,240
0,232,48,6,40
0,236,48,6,40
0,232,52,6,40
0,236,52,6,240
0,224,56,6,40
0,228,56,6,40
0,224,60,6,40
0,228,60,6,240
0,232,56,6,240
0,236,56,6,240
0,232,60,6,240
0,236,60,6,1366619488
0,240,48,12,3
0,256,32,6,1366705520
0,260,32,6,1366705520
0,256,36,6,1366705520
0,260,36,6,272
0,264,32,6,1366705520
0,268,32,3,36
0,270,32,3,36
0,268,34,3,36
0,270,34,3,1366705520
0,264,36,6,1366705520
0,268,36,6,272
0,256,40,9,272
0,264,40,9,1366619488
0,272,32,3,1537120208
0,274,32,3,1537120208
0,272,34,3,1537120208
0,274,34,3,40
0,276,32,6,40
0,272,36,6,40
0,276,36,6,272
0,280,32,6,40
0,284,32,6,40
0,280,36,6,40
0,284,36,6,272
0,272,40,9,272
0,280,40,9,1366619488
0,256,48,9,272
0,264,48,9,272
0,256,56,9,272
0,264,56,9,1366619488
0,272,48,9,1366619488
0,280,48,9,1366619488
0,272,56,9,1366619488
0,280,56,9,3
0,288,32,6,1366705520
0,292,32,6,1366705520
0,288,36,6,1366705520
0,292,36,6,304
0,296,32,6,1366705520
0,300,32,6,1366705520
0,296,36,3,36
0,298,36,3,36
0,296,38,3,36
0,298,38,3,1366705520
0,300,36,6,304
0,288,40,9,304
0,296,40,9,1366619488
0,304,32,6,40
0,308,32,6,40
0,304,36,6,40
0,308,36,3,40
0,310,36,3,40
0,308,38,3,40
0,310,38,3,304
0,312,32,6,40
0,316,32,6,40
0,312,36,6,40
0,316,36,6,304
0,304,40,6,40
0,308,40,6,40
0,304,44,6,40
0,308,44,6,304
0,312,40,3,40
0,314,40,3,40
0,312,42,3,40
0,314,42,3,304
0,316,40,3,40
0,318,40,3,40
0,316,42,3,40
0,318,42,3,304
0,312,44,6,304
0,316,44,3,304
0,318,44,3,304
0,316,46,3,304
0,318,46,3,1366619488
0,288,48,12,1366619488
0,304,48,6,304
0,308,48,6,304
0,304,52,6,304
0,308,52,6,1366619488
0,312,48,6,304
0,316,48,6,304
0,312,52,6,304
0,316,52,6,1366619488
0,304,56,6,304
0,308,56,6,304
0,304,60,6,304
0,308,60,6,1366619488
0,312,56,6,1366619488
0,316,56,6,1366619488
0,312,60,6,1366619488
0,316,60,6,3
0,320,32,6,1366705520
0,324,32,6,1366705520
0,320,36,6,1366705520
0,324,36,6,336
0,328,32,6,1366705520
0,332,32,6,1366705520
0,328,36,6,1366705520
0,332,36,6,336
0,320,40,0,1537167088
0,321,40,0,1537167088
0,320,41,0,1537167088
0,321,41,0,36
0,322,40,3,36
0,320,42,3,36
0,322,42,3,1366705520
0,324,40,6,1366705520
0,320,44,6,1366705520
0,324,44,6,336
0,328,40,6,336
0,332,40,6,336
0,328,44,6,336
0,332,44,6,1366619488
0,336,32,6,44
0,340,32,6,44
0,336,36,6,44
0,340,36,6,336
0,344,32,6,44
0,348,32,6,44
0,344,36,6,44
0,348,36,6,336
0,336,40,6,44
0,340,40,6,44
0,336,44,6,44
0,340,44,6,336
0,344,40,6,336
0,348,40,6,336
0,344,44,6,336
0,348,44,3,336
0,350,44,3,336
0,348,46,3,336
0,350,46,3,1366619488
0,320,48,12,1366619488
0,336,48,6,336
0,340,48,6,336
0,336,52,6,336
0,340,52,6,1366619488
0,344,48,6,336
0,348,48,6,336
0,344,52,6,336
0,348,52,6,1366619488
0,336,56,9,1366619488
0,344,56,6,1366619488
0,348,56,6,1366619488
0,344,60,6,1366619488
0,348,60,6,3
0,352,32,9,368
0,360,32,9,368
0,352,40,6,1366705520
0,356,40,6,1366705520
0,352,44,6,1366705520
0,356,44,6,368
0,360,40,6,368
0,364,40,6,368
0,360,44,3,1366705520
0,362,44,3,1366705520
0,360,46,3,1366705520
0,362,46,3,368
0,364,44,6,1366619488
0,368,32,9,368
0,376,32,9,368
0,368,40,6,44
0,372,40,6,44
0,368,44,6,44
0,372,44,6,368
0,376,40,9,1366619488
0,352,48,6,40
0,356,48,3,1537079504
0,358,48,3,1537079504
0,356,50,3,1537079504
0,358,50,3,40
0,352,52,6,40
0,356,52,6,368
0,360,48,3,52
0,362,48,3,52
0,360,50,3,52
0,362,50,3,40
0,364,48,3,52
0,366,48,3,52
0,364,50,3,52
0,366,50,3,40
0,360,52,3,52
0,362,52,0,50
0,363,52,0,50
0,362,53,0,50
0,363,53,0,52
0,360,54,3,52
0,362,54,3,40
0,364,52,6,368
