num_quadro,pos_coluna,pos_linha,tam_bloco
0,0,0,9,16
0,8,0,9,16
0,0,8,9,16
0,8,8,9,1236241120
0,16,0,12,1236241120
0,0,16,9,16
0,8,16,9,16
0,0,24,9,16
0,8,24,9,1236241120
0,16,16,12,3
0,32,0,9,48
0,40,0,9,48
0,32,8,9,48
0,40,8,9,1236241120
0,48,0,9,48
0,56,0,9,48
0,48,8,9,48
0,56,8,9,1236241120
0,32,16,9,48
0,40,16,9,48
0,32,24,9,48
0,40,24,9,1236241120
0,48,16,9,1236241120
0,56,16,6,48
0,60,16,6,48
0,56,20,6,48
0,60,20,6,1236241120
0,48,24,6,48
0,52,24,6,48
0,48,28,6,48
0,52,28,6,1236241120
0,56,24,6,1236241120
0,60,24,6,1236241120
0,56,28,6,1236241120
0,60,28,3,1236241120
0,62,28,3,1236241120
0,60,30,0,48
0,61,30,0,48
0,60,31,0,48
0,61,31,0,1236241120
0,62,30,3,3
0,64,0,6,1236327152
0,68,0,3,1236241120
0,70,0,3,1236241120
0,68,2,3,1236241120
0,70,2,3,1236327152
0,64,4,6,1236327152
0,68,4,6,80
0,72,0,9,80
0,64,8,6,1236327152
0,68,8,6,1236327152
0,64,12,6,1236327152
0,68,12,6,80
0,72,8,3,1236327152
0,74,8,3,1236327152
0,72,10,3,1236327152
0,74,10,3,80
0,76,8,6,80
0,72,12,6,80
0,76,12,6,1236241120
0,80,0,6,12
0,84,0,6,12
0,80,4,6,12
0,84,4,6,80
0,88,0,6,12
0,92,0,6,12
0,88,4,6,12
0,92,4,6,80
0,80,8,6,12
0,84,8,6,12
0,80,12,6,12
0,84,12,6,80
0,88,8,6,80
0,92,8,6,80
0,88,12,6,80
0,92,12,6,1236241120
0,64,16,6,12
0,68,16,6,12
0,64,20,6,12
0,68,20,6,80
0,72,16,6,12
0,76,16,6,12
0,72,20,6,12
0,76,20,6,80
0,64,24,6,12
0,68,24,6,12
0,64,28,3,20
0,66,28,3,20
0,64,30,3,20
0,66,30,3,12
0,68,28,6,80
0,72,24,6,80
0,76,24,6,80
0,72,28,6,80
0,76,28,6,1236241120
0,80,16,6,80
0,84,16,6,80
0,80,20,6,80
0,84,20,6,1236241120
0,88,16,6,80
0,92,16,6,80
0,88,20,6,80
0,92,20,6,1236241120
0,80,24,6,80
0,84,24,6,80
0,80,28,6,80
0,84,28,6,1236241120
0,88,24,6,1236241120
0,92,24,6,1236241120
0,88,28,6,1236241120
0,92,28,6,3
0,96,0,6,1236327152
0,100,0,6,1236327152
0,96,4,6,1236327152
0,100,4,6,112
0,104,0,9,112
0,96,8,9,112
0,104,8,9,1236241120
0,112,0,9,112
0,120,0,6,8
0,124,0,6,8
0,120,4,6,8
0,124,4,6,112
0,112,8,6,8
0,116,8,6,8
0,112,12,6,8
0,116,12,6,112
0,120,8,6,112
0,124,8,6,112
0,120,12,6,112
0,124,12,6,1236241120
0,96,16,6,12
0,100,16,6,12
0,96,20,6,12
0,100,20,6,112
0,104,16,6,12
0,108,16,6,12
0,104,20,6,12
0,108,20,6,112
0,96,24,6,12
0,100,24,6,12
0,96,28,6,12
0,100,28,6,112
0,104,24,6,112
0,108,24,6,112
0,104,28,6,112
0,108,28,6,1236241120
0,112,16,6,112
0,116,16,6,112
0,112,20,6,112
0,116,20,6,1236241120
0,120,16,6,112
0,124,16,6,112
0,120,20,6,112
0,124,20,6,1236241120
0,112,24,9,1236241120
0,120,24,6,1236241120
0,124,24,6,1236241120
0,120,28,6,1236241120
0,124,28,6,3
0,128,0,9,144
0,136,0,6,1236327152
0,140,0,6,1236327152
0,136,4,6,1236327152
0,140,4,6,144
0,128,8,6,1236327152
0,132,8,6,1236327152
0,128,12,6,1236327152
0,132,12,6,144
0,136,8,6,144
0,140,8,6,144
0,136,12,6,144
0,140,12,6,1236241120
0,144,0,6,12
0,148,0,6,12
0,144,4,6,12
0,148,4,6,144
0,152,0,9,144
0,144,8,6,12
0,148,8,6,12
0,144,12,6,12
0,148,12,6,144
0,152,8,9,1236241120
0,128,16,6,8
0,132,16,6,8
0,128,20,6,8
0,132,20,6,144
0,136,16,6,8
0,140,16,6,8
0,136,20,3,20
0,138,20,3,20
0,136,22,3,20
0,138,22,3,8
0,140,20,6,144
0,128,24,6,8
0,132,24,6,8
0,128,28,6,8
0,132,28,6,144
0,136,24,6,144
0,140,24,6,144
0,136,28,6,144
0,140,28,6,1236241120
0,144,16,6,144
0,148,16,6,144
0,144,20,6,144
0,148,20,6,1236241120
0,152,16,6,144
0,156,16,6,144
0,152,20,6,144
0,156,20,6,1236241120
0,144,24,6,144
0,148,24,6,144
0,144,28,6,144
0,148,28,6,1236241120
0,152,24,6,1236241120
0,156,24,6,1236241120
0,152,28,6,1236241120
0,156,28,6,3
0,160,0,6,1236327152
0,164,0,6,1236327152
0,160,4,6,1236327152
0,164,4,6,176
0,168,0,6,1236327152
0,172,0,6,1236327152
0,168,4,6,1236327152
0,172,4,6,176
0,160,8,6,1236327152
0,164,8,6,1236327152
0,160,12,6,1236327152
0,164,12,6,176
0,168,8,6,176
0,172,8,6,176
0,168,12,6,176
0,172,12,6,1236241120
0,176,0,6,12
0,180,0,6,12
0,176,4,6,12
0,180,4,6,176
0,184,0,6,12
0,188,0,6,12
0,184,4,6,12
0,188,4,6,176
0,176,8,6,12
0,180,8,6,12
0,176,12,6,12
0,180,12,6,176
0,184,8,6,176
0,188,8,6,176
0,184,12,6,176
0,188,12,6,1236241120
0,160,16,6,12
